text,Sentiment,Score
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b'#1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe'",netural,0.0
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b'#1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe'",netural,0.0
"b'#1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe'",netural,0.0
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b'#1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe'",netural,0.0
"b'#1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe'",netural,0.0
"b'#1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe'",netural,0.0
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
b'Feeling some R&B /funk music? Head down to the @theseahorse tonight and check out the @themellotones at 9pm! #allhfx #halifax',positive,0.04090868884866888
"b'#1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe'",netural,0.0
"b'#1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe'",netural,0.0
b'#VimyLegionAlmonSt 8-12:05am Dance to great classic covers R&R R&B ole Skool Country #Halifax RT #NewdzzTV d;^} pic.twitter.com/eq8gk98KMu',positive,0.02607996323529412
"b""#TheVimyLegion this #SatJan28th2014 #8:00pm-12:05am #$3/1$5/2 #BUDDYandTheSquries 50&60'sR&R R&B #Halifax RT pic.twitter.com/c1BKyTSn8Q""",netural,0.0
"b""He iz #1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. He iz Halifax 's Mr. Soul Howe!!! http://www. reverbnation.com/soulsticehow""",netural,0.0
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b'Soul Howe is number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe'",negative,-0.015543619791666666
"b'#1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe'",netural,0.0
"b'Halifax is absolutely woeful, cheesy pop and R&B roll on @gotocontrol on 21st feb for some proper music'",positive,0.007891972859700521
"b'#1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe'",netural,0.0
"b'R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe https://www. facebook.com/groups/1453343 261555143/ \\u2026'",netural,0.0
"b'R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe'",netural,0.0
"b'#1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe'",netural,0.0
"b""@jessica_ r_b no it's ok, too much of a detour to come north. Marco said he'd take me as he works in Halifax anyway, it's an easy trip x""",negative,-0.0047769223454317
b'Mr.Soul Howe (Soul R&B Halifax )',netural,0.0
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b'~2013 (EP) Who U Really R"" Written by Soul Howe & The Artistry of an Ordinary Girl. Soul/ R&B Halifax ,N.S.Can. #1/902 http:// Reverbnation.com""'",positive,0.04044117647058824
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
b'Snowfall in Halifax & lots of espresso taking in the_o_ r_b brand new MARTIAN XMAS. #torcharoons http:// instagram.com/p/hvytPLhXij/',positive,0.021620069165006077
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b""@ItsBMcKnight any way you can line up a @ImCharlieWilson show in Halifax NS? We've had yourself & boys to men. We need another R&B legend ;)""",positive,0.0072580484243539665
b'#PickOfTheDay goodness with Halifax R&B jams @the__wayo #girlslovebeyonce http:// ow.ly/rswm0',positive,0.053125
"b""We're number 2 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b""Don't forget to check out THE NATURAL TALENT BAND at Monte's tonight with their sweet R&B and Motown sounds #Halifax http://www. montes.ca/nov-30/""",negative,-0.007613148540258408
b'@DJBRORABB is comin thru WELDON NC tonight w/ @thegroupNEXT at Halifax Community College..REAL R&B #ShowMode',netural,0.0
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
b'@djbrorabb @thegroupNEXT rockin HALIFAX COMMUNITY COLLEGE Sat 11/30 WELDON NC! #GrownFolksBiz #R &B',netural,0.0
"b""Saturday night at Monte's..we've got THE NATURAL TALENT BAND with their R&B and Motown show. Check it out #Halifax http://www. montes.ca/nov-30/""",positive,0.025045930907557096
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b""We're number 2 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b""We're number 2 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b""We're number 2 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
b'Older couple on Gogglebox look like what Rocky & Adrian would look like now if Rocky was a postman from Halifax instead of heavyweight champ',negative,-0.029747596153846152
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
b'J. HOLIDAY LIVE IN HALIFAX IN LESS THAN 24 HOURS !!!: J. HOLIDAY LIVE IN HALIFAX YES - PLEASE BELIEVE IT!!! R&B ... http:// tsciti.es/1b28hHL',positive,0.02714269301470588
b'J. HOLIDAY LIVE IN HALIFAX IN LESS THAN 48 HOURS !!!: J. HOLIDAY LIVE IN HALIFAX YES - PLEASE BELIEVE IT!!! R&B ... http:// tsciti.es/1e8qUyt',positive,0.02714269301470588
"b""We're number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe""",negative,-0.01865234375
18,44,18
