text,Sentiment,Score
"b'Neil: @RoxyandTUSS #Halifax R&B band drop by for a #StudioSession to perform Puppet"" and chat about #nsmw2014 http:// bit.ly/133OBoH""'",positive,0.008021763392857142
"b""I'm number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/jericoe""",negative,-0.01865234375
"b""@JustRL man why can't we get a show like that in Halifax , Nova Scotia? Real R&B , not today's nonsense""",negative,-0.010063977843786303
b'@PeterBradley99 R B S own Halifax and Gov own 86% of both and both enterprise and punch use trading account with R B S',positive,0.010955810546875
b'CHECK OUT MY BOY Jericoe States NEW PAGE! HES A NEW UP AND COMING R&B ARTIST STRAIGHT FROM HALIFAX NOVASCOTIA.... http:// fb.me/79Y7NnhRx',positive,0.034961444490096145
"b'#halifax @homegrowndaproducer SOUL HOWE REQUESTS VOTES!!! HOLD ON"" - Soul/ R&B Music Video - BEAT100 http://www. beat100.com/watch-video/ho ld-on_10094764 \\u2026""'",positive,0.016114309197291732
"b""Monumental : legendary R&B singer and civil rights activist Mavis Sraples is coming to #Halifax next week @HFXJazzFest I wouldn't miss her !""",positive,0.049144516972934496
"b'@cndmusiccharts Hold On"" assumes #1 in less than a day,.Soul R&B video charting. http://www. beat100.com/my-network/sou l-howe_118048/profile/ \\u2026 @BEAT100 #halifax @HOMEGROWNDAPROD""'",negative,-0.020474163939555486
b'@Lars9596 @AlastairWinter @DonnieRust SCOTTISH? Such as R.B .S already based in Englland? B.O.S ? Owned by Halifax ? Scottish Gas? Leeds!',positive,0.004464285714285714
"b'Gonna be in Halifax October 4, looking for something to do. Some bad R&B and lame jokes are a must. Any suggestions?'",negative,-0.028588034889914772
b'Just discovered some sweet 90s #Halifax R&B . I picture Tom Haverford singing along: http:// bit.ly/Zg7iUa',positive,0.024373372395833332
"b'IN THE SUNDAY MIRROR JOHN PRESCOTT STATES , THAT HALIFAX , AND R.B .S. DO NOT CHARGE INTEREST ON MORGAGES LENT TO MOSLEMS , IS THAT TRUE !'",positive,0.027717003455528848
b'If you like R&B /Dance music then come on down and catch the NATURAL TALENT BAND. Show starts at 10 #halifax http://www. montes.ca/august-30-2014/',positive,0.050776854689632146
b'TONIGHT! @CarletonHalifax - @Sojourners2013 ! 8 PM. Guaranteed the best live music night out in Halifax tonight! Gospel/Blues/ R&B /Funk YES!!!',positive,0.07703450520833334
"b""I'm number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/SoulHowe""",negative,-0.01865234375
b'Taking a trip down memory lane via some old school R&B . Make me miss the New Palace in my early days of #Halifax .',negative,-0.004818725496465012
b'An unforgettable sound\\u2026 R&B icon @BettyeLaVette hits the @HFXJazzFest stage tonight at 8pm! #TDMusic #Halifax',negative,-0.01551055908203125
"b'Playing blues and hard rocking R&B at The Artworks in Halifax tonight with The Egyptians. First though, a long drive North up the M1'",negative,-0.025119978189468383
b'Soul Howe & The Soul Jurors of Halifax climb to #3 Soul R&B charts in Canada. Please visit us here in loving... http:// fb.me/6xZZnexxZ',positive,0.05560302734375
"b'Soul Howe & The Soul Jurors of Halifax , Nova Scotia climb steadily to #3 in the nation of Canada; Soul R&B ... http:// fb.me/3egykHZWt'",positive,0.0003662109375
b'#4 Halifax ! According 2 ReverbNation R&B /Soul charts for Canada. http://www. reverbnation.com/SoulHowe http:// fb.me/7v25usAxp',positive,0.002840909090909091
b'#4 Halifax ! According 2 ReverbNation R&B /Soul charts for Canada. http://www. reverbnation.com/SoulHowe',positive,0.003472222222222222
b'#4 Halifax ! According 2 ReverbNation R&B /Soul charts for Canada. http://www. reverbnation.com/SoulHowe http:// fb.me/7cOfeL01O',positive,0.002840909090909091
"b""Follow us here for the latest info on Halifax 's Original Soul R&B band. http:// fb.me/6RmVg6Mrj""",positive,0.02026280625299974
"b""#halifax The (Facebook) Home of Halifax 's Original Soul R&B Band. https://www. facebook.com/Souljurors?ref =tn_tnmn \\u2026""",positive,0.01473721590909091
"b""Follow us! Halifax 's Original Soul R&B Band. http:// fb.me/6P3HdEp34""",positive,0.017821207642555237
"b""I'm number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/SoulHowe""",negative,-0.01865234375
"b""#Halifax 's hottest R&B /Soul/Funk band @themellotones are playing tonight, 9pm, at the @theseahorse ! #allHFX http:// buff.ly/1v6FQUs""",positive,0.0004883532722791036
"b""I'm number 1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/SoulHowe""",negative,-0.01865234375
"b'Still. #1 on the ReverbNation R&B /Soul charts for Halifax , NS, CA. http://www. reverbnation.com/soulsticehowe'",negative,-0.01953125
0,11,19
