time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-06-13T18:26:15.610Z,-6.2289,155.2538,160.51,4.7,mb,,73,3.683,0.95,us,us1000eq5m,2018-06-22T00:38:31.040Z,"27km WNW of Panguna, Papua New Guinea",earthquake,10.4,6.6,0.04,187,reviewed,us,us
2018-06-13T16:47:25.210Z,31.4953,57.6508,10,4.6,mb,,56,4.818,0.91,us,us1000eq1h,2018-06-20T22:51:01.040Z,"84km ENE of Ravar, Iran",earthquake,7.7,1.9,0.06,81,reviewed,us,us
2018-06-13T14:59:09.570Z,6.4995,126.2191,143.42,4.9,mb,,49,0.851,1,us,us1000epz2,2018-06-14T00:13:13.313Z,"10km ENE of Nangan, Philippines",earthquake,6.6,5.7,0.045,154,reviewed,us,us
2018-06-13T13:39:37.610Z,19.4138333,-155.2813333,0.26,5.3,mw,38,41,0.004616,0.12,hv,hv70260941,2018-06-14T19:19:38.523Z,"4km WSW of Volcano, Hawaii",volcanic eruption,0.14,0.09,,15,reviewed,hv,hv
2018-06-13T10:33:11.610Z,-18.9,169.4258,239.68,5.1,mww,,46,2.778,0.7,us,us1000epts,2018-06-13T10:52:12.040Z,"73km NNE of Isangel, Vanuatu",earthquake,9.4,6.7,0.078,16,reviewed,us,us
2018-06-13T06:59:01.460Z,-1.9145,98.6568,10,5.4,mww,,48,3.26,0.93,us,us1000epp2,2018-06-13T19:00:40.040Z,"70km WSW of Muara Siberut, Indonesia",earthquake,3.4,1.8,0.078,16,reviewed,us,us
2018-06-13T03:44:53.590Z,30.0618,140.9809,96.7,4.7,mb,,114,3.139,1.11,us,us1000epke,2018-06-13T04:04:17.040Z,"Izu Islands, Japan region",earthquake,8.4,7,0.046,145,reviewed,us,us
2018-06-13T02:16:15.350Z,21.2419,121.0822,33.81,4.5,mb,,98,1.568,0.64,us,us1000epik,2018-06-20T01:28:56.040Z,"91km SSE of Hengchun, Taiwan",earthquake,8.8,5.6,0.051,111,reviewed,us,us
2018-06-13T02:07:57.240Z,-1.9281,98.6717,10,5.4,mb,,45,3.258,0.75,us,us1000epie,2018-06-19T23:36:58.040Z,"70km WSW of Muara Siberut, Indonesia",earthquake,7.6,1.8,0.05,135,reviewed,us,us
2018-06-13T02:00:20.960Z,-23.3569,179.1765,549.05,4.6,mb,,97,5.682,1.05,us,us1000evk9,2018-06-19T23:26:42.040Z,"South of the Fiji Islands",earthquake,13.8,8.2,0.095,33,reviewed,us,us
2018-06-12T23:46:12.160Z,-1.9466,98.6759,11.83,5.1,mww,,58,3.268,0.89,us,us1000epg0,2018-06-13T00:02:41.040Z,"70km WSW of Muara Siberut, Indonesia",earthquake,8,4.3,0.073,18,reviewed,us,us
2018-06-12T23:45:54.560Z,50.5863,156.3543,84.62,5.2,mb,,74,2.659,1.12,us,us1000epg1,2018-06-14T23:38:47.040Z,"19km ESE of Severo-Kuril'sk, Russia",earthquake,8,5.4,0.024,560,reviewed,us,us
2018-06-12T23:32:44.910Z,-20.4421,169.1473,48.73,5.4,mww,,87,1.817,1.27,us,us1000epfw,2018-06-14T23:28:50.040Z,"99km S of Isangel, Vanuatu",earthquake,8.2,5.1,0.069,20,reviewed,us,us
2018-06-12T23:08:28.310Z,-2.0196,98.5876,9,5.9,mww,,34,3.382,0.95,us,us1000epfe,2018-06-17T04:03:52.649Z,"83km SW of Muara Siberut, Indonesia",earthquake,2.7,1.7,0.058,29,reviewed,us,us
2018-06-12T22:23:26.020Z,-20.7675,-69.1714,103.87,4.7,mwr,,39,0.403,1.25,us,us1000epeb,2018-06-12T23:27:55.167Z,"118km ESE of Iquique, Chile",earthquake,5.7,4.9,0.052,35,reviewed,us,us
2018-06-12T17:17:16.450Z,-13.0531,45.8597,10,5.3,mww,,46,6.075,0.73,us,us1000ep8h,2018-06-13T14:29:08.233Z,"68km ESE of Pamandzi, Mayotte",earthquake,8.6,1.7,0.071,19,reviewed,us,us
2018-06-12T15:04:58.130Z,-8.408,-74.3746,162.11,4.5,mb,,73,1.785,0.59,us,us1000ep5z,2018-06-20T19:51:08.040Z,"20km E of Pucallpa, Peru",earthquake,7.4,7,0.068,64,reviewed,us,us
2018-06-12T12:37:57.610Z,42.5395,145.2802,49.4,4.5,mb,,141,1.66,0.91,us,us1000ep50,2018-06-12T13:23:51.040Z,"88km ESE of Kushiro, Japan",earthquake,8.1,4.4,0.061,80,reviewed,us,us
2018-06-12T11:52:51.250Z,19.4103333,-155.2821667,0.75,5.3,mw,38,27,0.007515,0.11,hv,hv70256021,2018-06-14T07:28:22.700Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.15,0.1,,9,reviewed,hv,hv
2018-06-12T09:35:26.370Z,1.0317,-77.2585,10,4.9,mwr,,43,0.614,1.45,us,us1000ep1l,2018-06-13T02:00:32.118Z,"16km ESE of Tangua, Colombia",earthquake,4.5,1.9,0.098,10,reviewed,us,us
2018-06-12T06:20:49.190Z,-5.5932,150.2694,120.62,5.3,mww,,62,2.345,1.22,us,us1000enxj,2018-06-13T00:25:22.356Z,"14km ESE of Kimbe, Papua New Guinea",earthquake,8.4,6.5,0.056,31,reviewed,us,us
2018-06-12T04:53:58.890Z,-17.942,-174.4215,64.31,4.6,mb,,74,4.411,0.83,us,us1000enw1,2018-06-12T05:11:16.040Z,"91km NNW of Neiafu, Tonga",earthquake,4.1,7.4,0.057,93,reviewed,us,us
2018-06-12T04:22:39.870Z,14.7484,52.0471,10,4.8,mb,,135,9.514,0.96,us,us1000envg,2018-06-12T04:39:32.040Z,"84km SSE of Qishn, Yemen",earthquake,10.2,1.9,0.068,66,reviewed,us,us
2018-06-11T20:52:28.410Z,23.9284,121.7954,10,4.7,mb,,85,0.305,0.78,us,us1000enp2,2018-06-21T23:29:20.320Z,"20km ESE of Hualian, Taiwan",earthquake,3.2,1.9,0.069,64,reviewed,us,us
2018-06-11T20:38:14.870Z,-10.36,161.4255,74.86,4.9,mb,,66,1.72,0.86,us,us1000ennu,2018-06-21T23:27:22.040Z,"55km W of Kirakira, Solomon Islands",earthquake,10,7.1,0.044,160,reviewed,us,us
2018-06-11T20:09:05.540Z,35.1109,140.5183,35,4.9,mww,,99,0.258,0.82,us,us1000enn2,2018-06-21T23:26:14.773Z,"19km SE of Ohara, Japan",earthquake,5,1.6,0.073,18,reviewed,us,us
2018-06-11T19:56:41.960Z,31.3566,131.6286,35,4.8,mb,,117,5.376,0.8,us,us1000erl0,2018-06-22T00:17:03.040Z,"36km SE of Nichinan, Japan",earthquake,10.1,1.9,0.149,14,reviewed,us,us
2018-06-11T19:54:21.270Z,31.2949,131.3674,30,5.4,mww,,38,1.871,0.88,us,us1000enmb,2018-06-21T23:24:06.404Z,"22km SE of Kushima, Japan",earthquake,6.6,1.9,0.065,23,reviewed,us,us
2018-06-11T18:22:42.920Z,-5.3207,145.8106,72.33,4.9,mb,,81,3.606,1.17,us,us1000enk3,2018-06-21T23:16:18.154Z,"10km S of Madang, Papua New Guinea",earthquake,10.2,7.9,0.077,53,reviewed,us,us
2018-06-11T15:50:30.040Z,-14.8908,-173.2946,25.23,4.5,mb,,119,1.764,1.41,us,us1000erkn,2018-06-21T23:29:28.040Z,"126km NNE of Hihifo, Tonga",earthquake,11.5,6.6,0.145,14,reviewed,us,us
2018-06-11T15:42:06.200Z,24.0004,121.7186,10.29,4.5,mb,,80,0.206,0.61,us,us1000enhk,2018-06-21T23:09:10.379Z,"11km ENE of Hualian, Taiwan",earthquake,3.3,5.4,0.097,31,reviewed,us,us
2018-06-11T14:43:54.410Z,19.4123333,-155.2816667,0.51,5.3,mw,23,67,0.005776,0.07,hv,hv70262272,2018-06-20T15:25:18.040Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.19,0.16,,13,reviewed,hv,hv
2018-06-11T14:24:46.090Z,-0.092,129.9483,36.43,4.7,mb,,111,2.72,0.59,us,us1000eng4,2018-06-20T15:11:07.040Z,"169km WNW of Sorong, Indonesia",earthquake,9.3,7.3,0.094,34,reviewed,us,us
2018-06-11T12:34:50.090Z,-20.7385,169.6345,84.32,5.3,mww,,90,2.241,1.24,us,us1000ends,2018-06-22T11:58:17.040Z,"137km SSE of Isangel, Vanuatu",earthquake,8.1,5.4,0.078,16,reviewed,us,us
2018-06-11T05:04:33.760Z,-15.9939,-73.3645,63.88,4.6,mb,,139,3.732,0.74,us,us1000en4f,2018-06-11T07:54:14.040Z,"98km NW of Camana, Peru",earthquake,8,5.3,0.068,64,reviewed,us,us
2018-06-11T04:53:45.640Z,26.3848,92.6624,10,4.9,mb,,36,1.091,1.02,us,us1000en44,2018-06-14T23:16:57.491Z,"21km ESE of Dhing, India",earthquake,6.2,1.8,0.049,131,reviewed,us,us
2018-06-11T01:18:46.420Z,-30.2328,-176.922,10,5,mb,,84,1.317,1.03,us,us1000emzp,2018-06-14T22:36:40.040Z,"142km SE of Raoul Island, New Zealand",earthquake,7.9,1.8,0.071,64,reviewed,us,us
2018-06-10T23:19:28.480Z,5.0202,-82.5647,10,4.6,mb,,80,3.451,0.86,us,us1000emxr,2018-06-16T21:36:57.040Z,"South of Panama",earthquake,7.4,1.9,0.037,218,reviewed,us,us
2018-06-10T23:15:48.230Z,-21.6659,-179.3722,603.52,4.8,mb,,78,4.593,0.84,us,us1000emy5,2018-06-12T04:00:34.040Z,"132km SSW of Ndoi Island, Fiji",earthquake,13.9,7.4,0.088,40,reviewed,us,us
2018-06-10T23:06:24.210Z,-53.932,-134.153,10,4.9,mb,,70,31.518,0.75,us,us1000emxi,2018-06-16T21:25:25.040Z,"Pacific-Antarctic Ridge",earthquake,6.8,1.9,0.091,38,reviewed,us,us
2018-06-10T19:20:03.820Z,6.4919,126.3988,92.91,4.6,mb,,76,0.996,0.83,us,us1000emtm,2018-06-10T19:39:35.040Z,"28km ENE of Pondaguitan, Philippines",earthquake,8.9,6.8,0.066,68,reviewed,us,us
2018-06-10T15:25:40.560Z,30.4455,131.3552,10,4.5,mb,,175,2.702,1.27,us,us1000erix,2018-06-18T19:01:53.040Z,"46km SE of Nishinoomote, Japan",earthquake,9.3,2,0.541,3,reviewed,us,us
2018-06-10T15:00:48.440Z,12.4113,145.4127,10,4.7,mb,,104,1.285,0.83,us,us1000eriz,2018-06-18T14:52:24.040Z,"119km SE of Inarajan Village, Guam",earthquake,9.2,2,0.209,9,reviewed,us,us
2018-06-10T14:58:14.980Z,-5.9719,146.7047,40.2,4.7,mb,,56,3.958,0.66,us,us1000emr1,2018-06-14T20:55:02.040Z,"88km NNW of Lae, Papua New Guinea",earthquake,8.8,7.9,0.061,80,reviewed,us,us
2018-06-10T14:55:19.590Z,27.2865,143.3872,10,5,mb,,67,1.088,0.54,us,us1000emqz,2018-06-14T20:53:53.040Z,"118km ENE of Chichi-shima, Japan",earthquake,7.7,1.8,0.034,282,reviewed,us,us
2018-06-10T13:04:38.080Z,-13.2023,45.6272,10,4.6,mb,,62,5.544,0.95,us,us1000erit,2018-06-14T20:16:48.040Z,"57km SE of Bandrele, Mayotte",earthquake,11,1.9,0.132,17,reviewed,us,us
2018-06-10T12:14:47.840Z,-13.1058,45.6056,15.66,4.5,mb,,53,6.082,0.64,us,us1000eris,2018-06-18T06:38:09.040Z,"49km SE of Pamandzi, Mayotte",earthquake,11.1,4.4,0.11,24,reviewed,us,us
2018-06-10T10:51:01.890Z,19.4103333,-155.2808333,0.54,5.3,mw,37,34,0.007914,0.09,hv,hv70257117,2018-06-18T06:17:54.040Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.14,0.13,,7,reviewed,hv,hv
2018-06-10T08:21:28.580Z,6.6905,126.259,72.1,4.5,mb,,106,0.773,0.51,us,us1000eml5,2018-06-10T08:48:01.040Z,"17km SSW of Tamisan, Philippines",earthquake,9,6.8,0.068,63,reviewed,us,us
2018-06-10T04:17:05.590Z,-12.5129,166.8335,131.98,4.7,mb,,44,7.418,0.77,us,us1000emht,2018-06-14T22:19:01.040Z,"170km NNW of Sola, Vanuatu",earthquake,10.8,5,0.061,80,reviewed,us,us
2018-06-10T04:09:04.970Z,-13.072,45.6489,10,4.6,mb,,95,5.664,1.03,us,us1000erii,2018-06-14T21:55:37.040Z,"50km SE of Pamandzi, Mayotte",earthquake,10.6,1.9,0.181,10,reviewed,us,us
2018-06-10T01:19:24.950Z,-5.9998,152.0597,10,4.6,mb,,112,1.799,0.77,us,us1000emfb,2018-06-12T04:46:22.040Z,"183km S of Kokopo, Papua New Guinea",earthquake,10.5,1.9,0.073,55,reviewed,us,us
2018-06-10T01:03:25.240Z,15.0997,-94.018,35,4.5,mwr,,140,2.147,0.86,us,us1000emem,2018-06-16T21:18:53.391Z,"99km SSW of Tres Picos, Mexico",earthquake,7.5,1.9,0.068,21,reviewed,us,us
2018-06-09T22:36:35.730Z,-13.0253,45.6414,10,4.9,mb,,53,6.151,0.57,us,us1000emd6,2018-06-09T22:56:29.040Z,"46km ESE of Pamandzi, Mayotte",earthquake,9.6,1.9,0.067,69,reviewed,us,us
2018-06-09T21:45:50.720Z,43.8007,145.9672,84.22,4.6,mb,,148,2.457,0.89,us,us1000emc5,2018-06-09T22:02:15.040Z,"27km SSE of Yuzhno-Kuril'sk, Russia",earthquake,8.2,7.7,0.047,133,reviewed,us,us
2018-06-09T20:53:12.020Z,-5.9051,152.0615,10,4.6,mb,,154,1.705,0.58,us,us1000embm,2018-06-09T23:01:54.040Z,"173km S of Kokopo, Papua New Guinea",earthquake,6.8,1.8,0.102,29,reviewed,us,us
2018-06-09T19:49:58.740Z,-5.8776,151.9083,10,5.2,mb,,61,1.694,0.87,us,us1000ema9,2018-06-30T03:53:14.040Z,"173km SSW of Kokopo, Papua New Guinea",earthquake,6.7,1.8,0.055,108,reviewed,us,us
2018-06-09T14:48:18.100Z,19.4121667,-155.2821667,0.46,5.2,mw,22,67,0.005762,0.08,hv,hv70253332,2018-06-13T06:34:25.599Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.18,0.16,,8,reviewed,hv,hv
2018-06-09T08:28:01.310Z,-9.8007,154.8532,10,5.1,mww,,50,5.036,0.57,us,us1000elx6,2018-06-09T08:46:49.040Z,"248km ESE of Kulumadau, Papua New Guinea",earthquake,5.2,1.9,0.073,18,reviewed,us,us
2018-06-09T04:13:41.080Z,-14.9036,-173.2207,10,5,mb,,60,1.712,1.26,us,us1000elss,2018-06-14T00:16:15.040Z,"128km NNE of Hihifo, Tonga",earthquake,8,1.4,0.045,158,reviewed,us,us
2018-06-09T03:06:37.910Z,9.6875,122.4612,45,4.6,mb,,113,5.959,0.37,us,us1000els2,2018-06-30T02:30:45.488Z,"2km N of Nabulao, Philippines",earthquake,11.8,3.9,0.094,34,reviewed,us,us
2018-06-09T02:29:45.560Z,-6.0083,150.3662,35,4.9,mb,,65,2.542,1.06,us,us1000elqs,2018-06-09T07:55:18.630Z,"56km SSE of Kimbe, Papua New Guinea",earthquake,4.8,1.9,0.06,88,reviewed,us,us
2018-06-08T23:59:27.160Z,-14.9219,167.2431,110.15,4.5,mb,,110,5.823,0.66,us,us1000elnv,2018-06-16T20:54:38.040Z,"25km NE of Port-Olry, Vanuatu",earthquake,9.7,7.7,0.064,72,reviewed,us,us
2018-06-08T22:36:54.370Z,11.2865,-85.4955,187.18,4.5,mb,,147,1.124,0.82,us,us1000elmq,2018-06-16T05:50:03.040Z,"10km N of Cardenas, Nicaragua",earthquake,8,7.8,0.055,98,reviewed,us,us
2018-06-08T22:34:47.940Z,-13.2676,45.3983,10,4.5,mb,,137,5.982,1.41,us,us1000elmt,2018-06-16T05:51:55.076Z,"45km SSE of Bandrele, Mayotte",earthquake,12,1.9,0.128,18,reviewed,us,us
2018-06-08T18:26:22.030Z,11.189,138.7666,10,4.8,mb,,37,6.42,0.73,us,us1000elh6,2018-06-09T14:54:54.040Z,"185km NNE of Rumung, Micronesia",earthquake,8.8,1.9,0.046,149,reviewed,us,us
2018-06-08T13:26:14.500Z,-5.8574,142.5008,43.67,4.6,mb,,55,6.157,1,us,us1000el8m,2018-06-17T13:47:21.040Z,"88km WSW of Porgera, Papua New Guinea",earthquake,9.3,7.8,0.088,38,reviewed,us,us
2018-06-08T12:44:39.640Z,19.4138333,-155.2825,-0.98,5.2,mw,34,39,0.004096,0.17,hv,hv70248327,2018-06-12T04:35:53.564Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.12,0.17,,10,reviewed,hv,hv
2018-06-08T12:10:45.270Z,-16.0445,-175.8909,358.61,4.5,mb,,56,4.506,0.73,us,us1000el6f,2018-06-08T12:32:41.040Z,"229km W of Hihifo, Tonga",earthquake,12.1,7.1,0.046,141,reviewed,us,us
2018-06-08T12:03:30.810Z,-12.9359,45.5112,10,4.9,mb,,52,6.269,0.92,us,us1000el67,2018-06-09T01:00:52.068Z,"29km ESE of Pamandzi, Mayotte",earthquake,8.9,1.9,0.079,51,reviewed,us,us
2018-06-08T06:07:51.850Z,-2.2676,68.2427,10,4.9,mb,,47,5.485,0.57,us,us1000ekza,2018-06-08T06:30:31.040Z,"Carlsberg Ridge",earthquake,5.6,1.8,0.062,81,reviewed,us,us
2018-06-08T03:31:30.890Z,-13.0274,45.5673,10,4.8,mb,,105,6.167,0.75,us,us1000ekwe,2018-06-08T04:00:02.040Z,"40km SE of Pamandzi, Mayotte",earthquake,8.7,1.8,0.087,41,reviewed,us,us
2018-06-08T00:56:46.000Z,-12.9834,45.6394,10,4.8,mb,,57,6.191,1.18,us,us1000eku5,2018-06-12T04:16:40.848Z,"43km ESE of Pamandzi, Mayotte",earthquake,7.7,1.7,0.085,43,reviewed,us,us
2018-06-07T20:01:42.530Z,-13.0299,45.6244,10,4.5,mb,,104,5.71,0.77,us,us1000ep75,2018-06-19T23:49:23.040Z,"45km SE of Pamandzi, Mayotte",earthquake,12.7,1.9,0.145,14,reviewed,us,us
2018-06-07T19:57:48.230Z,9.5456,-40.5118,10,4.5,mb,,82,12.814,1.08,us,us1000ep77,2018-06-20T00:04:56.040Z,"Central Mid-Atlantic Ridge",earthquake,12.5,1.9,0.121,20,reviewed,us,us
2018-06-07T19:38:45.480Z,-23.1259,-179.3159,496.24,4.6,mb,,113,9.644,0.39,us,us1000ep73,2018-06-20T23:22:35.040Z,"281km SSW of Ndoi Island, Fiji",earthquake,14.7,14.3,0.101,29,reviewed,us,us
2018-06-07T16:15:11.680Z,-10.8171,165.6512,22.32,5.3,mww,,31,5.78,0.86,us,us1000ekh6,2018-06-11T19:04:25.040Z,"22km WSW of Lata, Solomon Islands",earthquake,7.1,3.6,0.11,8,reviewed,us,us
2018-06-07T13:15:37.840Z,-4.8176,151.6988,160.5,5,mb,,70,0.776,0.81,us,us1000eke4,2018-06-07T13:31:29.040Z,"81km SW of Kokopo, Papua New Guinea",earthquake,10.3,6.7,0.089,40,reviewed,us,us
2018-06-07T13:06:52.910Z,-12.8777,45.6431,10,4.8,mb,,105,6.292,1.17,us,us1000ekdb,2018-06-07T21:52:24.903Z,"40km ESE of Pamandzi, Mayotte",earthquake,7,1.9,0.135,17,reviewed,us,us
2018-06-07T12:18:04.490Z,35.7807,140.7787,47.24,4.6,mb,,141,2.084,0.77,us,us1000ekcn,2018-06-08T00:14:47.433Z,"7km NW of Hasaki, Japan",earthquake,3.4,8.3,0.125,19,reviewed,us,us
2018-06-07T11:53:09.370Z,-5.9861,146.7118,54.77,4.9,mb,,33,3.97,1.21,us,us1000ekcd,2018-06-07T18:51:39.340Z,"86km NNW of Lae, Papua New Guinea",earthquake,7.7,6.7,0.044,164,reviewed,us,us
2018-06-07T08:49:16.940Z,-41.3537,-10.8903,10,5.1,mb,,72,4.42,0.63,us,us1000ekah,2018-06-30T11:56:33.040Z,"Tristan da Cunha region",earthquake,11,1.8,0.078,53,reviewed,us,us
2018-06-07T05:58:40.790Z,35.7937,140.2639,47.65,4.5,mb,,128,1.827,0.82,us,us1000ekp2,2018-06-14T00:07:52.185Z,"4km WNW of Narita, Japan",earthquake,6.8,8.7,0.107,26,reviewed,us,us
2018-06-07T02:09:04.380Z,5.7658,125.6078,202.25,4.8,mb,,102,1.295,0.98,us,us1000ek7m,2018-06-09T03:29:09.345Z,"12km ENE of Kalbay, Philippines",earthquake,8.9,6.6,0.059,87,reviewed,us,us
2018-06-07T02:06:38.430Z,19.411,-155.2735,-1.14,5.4,mw,12,141,0.012,0.22,hv,hv70241807,2018-06-07T19:08:26.103Z,"6km SW of Volcano, Hawaii",volcanic eruption,0.41,31.61,,18,reviewed,hv,hv
2018-06-06T23:38:19.930Z,11.1932,-86.7679,10,4.7,mb,,138,1.519,1.24,us,us1000ek4g,2018-06-28T04:09:20.040Z,"71km SSW of Masachapa, Nicaragua",earthquake,5.5,1.9,0.065,72,reviewed,us,us
2018-06-06T23:09:00.800Z,-55.0529,-126.6667,10,5.2,mb,,47,31.953,0.6,us,us1000ek3p,2018-06-28T03:15:55.040Z,"Southern East Pacific Rise",earthquake,9.5,1.7,0.063,82,reviewed,us,us
2018-06-06T22:47:13.480Z,-1.8896,139.2163,35,4.5,mb,,210,7.036,0.44,us,us1000elcx,2018-06-28T02:35:41.040Z,"172km WNW of Abepura, Indonesia",earthquake,10.2,1.9,0.118,21,reviewed,us,us
2018-06-06T20:03:59.910Z,-12.8362,45.6299,10,4.5,mb,,81,5.895,1,us,us1000elcv,2018-06-19T21:13:22.040Z,"37km E of Pamandzi, Mayotte",earthquake,9.2,1.7,0.171,10,reviewed,us,us
2018-06-06T18:51:34.520Z,-58.3565,-25.761,31,5.6,mww,,23,7.225,1.27,us,us1000ejvv,2018-06-19T20:12:49.249Z,"87km NNE of Bristol Island, South Sandwich Islands",earthquake,8.8,1.8,0.071,19,reviewed,us,us
2018-06-06T18:15:50.370Z,35.7884,78.3466,11.43,5.1,mb,,48,4.694,0.7,us,us1000ejuj,2018-06-19T19:50:37.572Z,"174km NE of Thang, India",earthquake,7.6,3.4,0.035,266,reviewed,us,us
2018-06-06T17:54:24.650Z,-2.5212,139.9662,46.51,4.5,mb,,75,7.409,1.19,us,us1000elcq,2018-06-19T20:51:38.040Z,"69km W of Abepura, Indonesia",earthquake,7.3,9.9,0.115,22,reviewed,us,us
2018-06-06T17:42:33.800Z,-0.7899,-21.9103,10,4.8,mb,,69,18.563,1.02,us,us1000ejtb,2018-06-19T19:46:35.040Z,"Central Mid-Atlantic Ridge",earthquake,12.2,1.9,0.06,87,reviewed,us,us
2018-06-06T17:41:24.020Z,30.7553,78.9228,10,4.5,mb,,151,5.594,1.19,us,us1000ejt1,2018-06-19T19:31:27.040Z,"45km E of Uttarkashi, India",earthquake,10.2,1.9,0.081,44,reviewed,us,us
2018-06-06T09:37:02.100Z,-12.8753,45.7428,10,4.9,mb,,48,5.831,0.58,us,us1000ejh5,2018-06-23T12:40:57.812Z,"50km E of Pamandzi, Mayotte",earthquake,8.6,1.9,0.083,45,reviewed,us,us
2018-06-06T09:12:11.540Z,18.1197,120.6402,40.6,4.5,mb,,96,4.004,0.76,us,us1000ejgq,2018-06-23T12:46:45.635Z,"1km SE of San Lorenzo, Philippines",earthquake,7.9,7.4,0.049,125,reviewed,us,us
2018-06-06T04:53:56.900Z,-1.3193,135.2111,10,5,mb,,39,3.359,0.74,us,us1000ejec,2018-06-06T05:11:36.040Z,"135km ESE of Manokwari, Indonesia",earthquake,8.4,1.9,0.055,105,reviewed,us,us
2018-06-05T23:12:32.290Z,23.8585,94.4873,82.01,4.7,mb,,26,0.407,0.89,us,us1000ejay,2018-06-12T05:22:11.150Z,"25km NNE of Mawlaik, Burma",earthquake,6,4.9,0.046,143,reviewed,us,us
2018-06-05T23:02:45.220Z,-12.9161,45.7331,10,4.9,mb,,39,5.794,0.97,us,us1000ejax,2018-06-12T05:19:00.553Z,"50km ESE of Pamandzi, Mayotte",earthquake,6.3,1.8,0.07,64,reviewed,us,us
2018-06-05T23:00:29.930Z,-6.185,103.5487,35,4.8,mb,,152,3.456,0.77,us,us1000ejar,2018-06-12T05:17:38.814Z,"108km SSW of Biha, Indonesia",earthquake,8.5,2,0.074,57,reviewed,us,us
2018-06-05T22:55:28.800Z,-11.94,40.9658,10,5.1,mb,,41,8.915,0.75,us,us1000ejah,2018-06-27T22:59:11.040Z,"59km NE of Ibo, Mozambique",earthquake,7.4,1.8,0.067,71,reviewed,us,us
2018-06-05T22:28:57.730Z,-18.005,-171.9616,10,4.7,mb,,92,2.204,0.97,us,us1000eja7,2018-06-14T04:44:00.040Z,"225km ENE of Neiafu, Tonga",earthquake,6.6,1.7,0.133,17,reviewed,us,us
2018-06-05T18:40:30.200Z,41.5255,46.7854,24.15,5.3,mww,,30,2.073,0.84,us,us1000ej4g,2018-06-28T16:36:23.555Z,"12km WNW of Cinarli, Azerbaijan",earthquake,6.2,4,0.078,16,reviewed,us,us
2018-06-05T18:09:00.950Z,76.6214,7.3095,10,4.9,mb,,34,2.508,0.7,us,us1000ej42,2018-06-06T15:13:27.040Z,"269km SW of Longyearbyen, Svalbard and Jan Mayen",earthquake,5.5,1.9,0.027,421,reviewed,us,us
2018-06-05T16:33:54.700Z,24.5969,95.1002,110.91,4.8,mb,,25,0.815,1.02,us,us1000ej24,2018-06-11T20:23:51.040Z,"104km E of Yairipok, India",earthquake,6.6,2.2,0.04,190,reviewed,us,us
2018-06-05T14:32:34.400Z,19.4008333,-155.286,-0.95,5.4,mw,16,70,0.01684,0.2,hv,hv70235442,2018-06-19T14:17:57.040Z,"6km WSW of Volcano, Hawaii",volcanic eruption,0.21,0.31,,14,reviewed,hv,hv
2018-06-05T14:16:41.140Z,-0.24,124.5341,60.92,4.5,mb,,53,1.933,0.92,us,us1000ej0v,2018-06-11T19:51:04.040Z,"92km SE of Molibagu, Indonesia",earthquake,8,8.4,0.075,52,reviewed,us,us
2018-06-05T08:52:39.470Z,36.5797,22.5932,10,4.9,mb,,67,0.802,0.95,us,us1000eivf,2018-06-17T12:15:34.040Z,"19km S of Gytheion, Greece",earthquake,5.8,1.9,0.055,104,reviewed,us,us
2018-06-05T01:34:36.790Z,29.6818,81.6648,10,4.8,mb,,147,9.922,1,us,us1000eiq5,2018-06-05T01:47:27.040Z,"67km NW of Jumla, Nepal",earthquake,10.5,1.9,0.077,52,reviewed,us,us
2018-06-04T22:49:26.700Z,64.9643,-51.7498,10,4.5,mb,,47,2.092,1.06,us,us1000einu,2018-06-24T21:31:20.227Z,"73km SE of Maniitsoq, Greenland",earthquake,4.7,1.8,0.071,58,reviewed,us,us
2018-06-04T21:20:28.670Z,-12.886,45.6387,10,4.9,mb,,44,5.845,0.69,us,us1000eimm,2018-06-12T05:00:50.040Z,"39km ESE of Pamandzi, Mayotte",earthquake,8.6,1.9,0.065,73,reviewed,us,us
2018-06-04T19:53:34.140Z,-12.9445,45.7841,13.81,4.9,mb,,53,5.754,0.79,us,us1000eil0,2018-06-18T23:31:55.307Z,"56km ESE of Pamandzi, Mayotte",earthquake,11.1,4.1,0.064,78,reviewed,us,us
2018-06-04T18:51:59.970Z,-12.8845,45.6938,10,4.8,mb,,46,5.833,1.13,us,us1000eijm,2018-06-18T23:23:28.643Z,"45km ESE of Pamandzi, Mayotte",earthquake,11.4,1.9,0.105,28,reviewed,us,us
2018-06-04T18:24:37.570Z,-7.0601,123.2073,631.32,5.3,mww,,43,1.836,0.77,us,us1000eiiy,2018-06-18T23:21:51.040Z,"165km NNE of Palue, Indonesia",earthquake,9,4.9,0.086,13,reviewed,us,us
2018-06-04T16:18:22.120Z,-29.8485,-111.7593,10,4.6,mb,,97,3.45,0.67,us,us1000elaq,2018-06-11T17:29:09.040Z,"Easter Island region",earthquake,8.9,1.9,0.076,52,reviewed,us,us
