"stop_id","name_stop","lat","log"
"6436","cobequid Rd before civic address 160",44.7579,-63.6615
"6437","cobequid Rd before Glendale Dr",44.7594,-63.6601
"6438","cobequid Rd before Glendale Dr",44.76,-63.6598
"6439","cobequid Rd before Judy Anne Ct",44.7621,-63.6519
"6440","cobequid Rd before Mcveigh Ct",44.7669,-63.6464
"6441","cobequid Rd in front of civic address 477",44.7645,-63.6494
"6442","cobequid Rd before and opposite Hillside Ave",44.7564,-63.6619
"6443","cobequid Rd before and opposite Judy Anne Ct",44.7618,-63.6522
"6444","cobequid Rd in front of civic address 276",44.7608,-63.6568
"6445","cobequid Terminal To Sackville [inside Terminal]",44.7543,-63.6633
"6446","cobequid Terminal [on Cobequid Rd]",44.754,-63.6631
"6447","coburg Rd [eastbound] in front of Dunn Bldg",44.638,-63.5946
"6448","coburg Rd [westbound] before Henry St",44.6397,-63.5888
"6449","coburg Rd [eastbound] before Lemarchant",44.6389,-63.5912
"6450","coburg Rd [westbound] before Lemarchant St",44.6391,-63.5911
"6451","coburg Rd [westbound] before Lilac St",44.6382,-63.5946
"6452","coburg Rd [eastbound] before Robie St",44.6402,-63.5871
"6453","coburg Rd [eastbound] opposite Coburg Place",44.6377,-63.5962
"6454","coburg Rd [eastbound] before Henry St",44.6395,-63.589
"6455","cogswell St [westbound] after Brunswick St",44.6509,-63.5797
"6456","cogswell St [westbound] after Gottingen St",44.6504,-63.5815
"6457","cogswell St [eastbound] after Robie St",44.6473,-63.5897
"6458","cogswell St [eastbound] in front of Common",44.6484,-63.588
"6459","cogswell St [eastbound] before Gottingen St",44.6503,-63.5814
"6460","cogswell St [westbound] before North Park St",44.6497,-63.5847
"6461","cogswell St [westbound] opposite Common",44.6487,-63.5881
"6462","cogswell St [eastbound] opposite Maynard St",44.6498,-63.5834
"6463","colby Dr [bt] Becks & Greenwich",44.6606,-63.4786
"6464","colby Dr [bt] Briarlynn Cr",44.665,-63.4781
"6465","colby Dr after Bellroyal Ct",44.6634,-63.4779
"6466","colby Dr after Delta Dr",44.6664,-63.4914
"6467","colby Dr before Autumn Pl",44.6664,-63.4855
"6468","colby Dr before Balsam Pl",44.6653,-63.4827
"6469","colby Dr before Boling Green Cr",44.666,-63.4802
"6470","colby Dr before Castlewood Dr",44.6632,-63.4869
"6471","colby Dr before Crestwood Dr",44.6622,-63.4833
"6472","colby Dr before Deerbrooke Dr",44.6641,-63.4902
"6473","colby Dr before Grenadier Dr",44.6606,-63.4814
"6474","cole Harbour Rd after Caldwell Rd",44.6711,-63.5011
"6475","cole Harbour Rd after civic address 1106",44.672,-63.4862
"6476","cole Harbour Rd after civic address 942",44.6713,-63.4963
"6477","cole Harbour Rd after Cumberland Dr",44.6716,-63.4891
"6478","cole Harbour Rd after Otago Dr",44.6712,-63.4994
"6479","cole Harbour Rd in front of civic address 959",44.6714,-63.4952
"6480","cole Harbour Rd in front of Sobeys",44.6716,-63.4922
"6481","cole Harbour Rd before Dorothea Dr",44.6711,-63.5015
"6482","cole Harbour Rd opposite civic address 983",44.6714,-63.4923
"6483","colford Ave before Akerley Blvd",44.7165,-63.5869
"6484","colonna Place before Montebello Dr",44.6994,-63.5397
"6485","colonna Place in front of civic address 57",44.7015,-63.5412
"6486","commodore Dr [westbound] after Eileen Stubbs Ave",44.7003,-63.5803
"6487","commodore Dr after Eileen Stubbs Ave [to Sackville]",44.7002,-63.5804
"6488","commodore Dr after and opposite Brownlow Ave [to Sackville]",44.6999,-63.582
"6489","commodore Dr after and opposite Brownlow Ave",44.6999,-63.5819
"6490","commodore Dr before Brownlow Ave",44.6998,-63.5817
"6491","commodore Dr before Brownlow Ave [to Sackville]",44.6998,-63.5818
"6492","connaught Ave after Chisholm Ave",44.6579,-63.619
"6493","connaught Ave after Regent Rd",44.6559,-63.6175
"6494","connaught Ave in front of civic address 2248",44.6447,-63.6062
"6495","connaught Ave in front of civic address 2405",44.6457,-63.6063
"6496","connaught Ave in front of civic address 3284",44.6547,-63.6172
"6497","connaught Ave before Chester Ave",44.6548,-63.6169
"6498","connaught Ave before Roslyn Rd",44.6526,-63.6154
"6499","connaught Ave opposite Chisholm Ave",44.6584,-63.6188
"6500","connaught Ave opposite Roslyn Rd",44.6527,-63.616
"6501","cornwallis St after Brunswick St",44.6532,-63.5828
"6502","cornwallis St [westbound] after Gottingen St",44.6522,-63.5843
"6503"," Cornwallis St [eastbound] after Gottingen St",44.6524,-63.5837
"6504","cornwallis St in front of G.b.isnor Manor To Joe Howe Man",44.6516,-63.5853
"6505","cornwallis St in front of G.b.isnor Manor To Mumford",44.6517,-63.5852
"6506","cornwallis St before Bauer St",44.6509,-63.5861
"6507","cornwallis St before Brunswick St",44.6533,-63.5825
"6508","cornwallis St before North Park St",44.6508,-63.5865
"6509","cow Bay Rd opposite Seniors Manor",44.6122,-63.4914
"6510","cow Bay Rd after Oceanlea Dr",44.6116,-63.4758
"6511","cow Bay Rd before Briarwood Dr",44.612,-63.4879
"6512","cow Bay Rd before Garrison Dr",44.6112,-63.4801
"6513","cow Bay Rd before Yorks Ln",44.6107,-63.4845
"6514","cowie Hill in front of civic address 41",44.6321,-63.6203
"6515","cowie Hill in front of Seniors Manor",44.6314,-63.6218
"6516","cowie Hill opposite civic address 41",44.6321,-63.6197
"6517","cowie Hill opposite Seniors Manor",44.6313,-63.622
"6518","cranberry Cr after civic address 67",44.6822,-63.5021
"6519","cranberry Cr after Orquel Cr",44.6865,-63.5038
"6520","cranberry Cr in front of civic address 43",44.6845,-63.5026
"6521","cranberry Cr after Valkyrie Cr",44.6812,-63.5001
"6522","cranberry Cr in front of civic address 27",44.6869,-63.5037
"6523","cranberry Cr before civic address 56",44.685,-63.503
"6524","cranberry Cr before Lapierre Cr",44.6817,-63.502
"6525","cranberry Cr opposite civic address 132",44.6813,-63.4999
"6526","crichton Ave [southbound] before Oak St",44.6742,-63.5647
"6527","crichton Ave [southbound] after civic address 63",44.673,-63.5647
"6528","crichton Ave [westbound] after civic address 85",44.6766,-63.5638
"6529","crichton Ave [northbound] after Lakeside Terr",44.6816,-63.5616
"6530","crichton Ave [northbound] after Oakdale Cr",44.6793,-63.5636
"6531","crichton Ave [westbound] in front of civic address 121",44.6786,-63.5643
"6532","crichton Ave [westbound] in front of civic address 201",44.6811,-63.5621
"6533","bluewater Rd in front of civic address 62",44.7243,-63.7087
"6534","crichton Ave [eastbound] in front of civic address 90",44.6763,-63.5638
"6535","crichton Ave [northbound] before Dahlia St",44.673,-63.5647
"6536","crichton Ave [eastbound] after Oak St",44.6741,-63.5647
"6537","crichton Ave before St.peters Church",44.6722,-63.5645
"6538","crichton Ave opposite St.peters Church",44.6714,-63.5643
"6539","crystal Dr in front of Highland Manor",44.6866,-63.5833
"6540","crystal Dr before Primrose St",44.6873,-63.5809
"6541","cumberland Dr after Colby Dr",44.6684,-63.4905
"6542","cumberland Dr before Cole Harbour Rd",44.6707,-63.4896
"6543","cunard St after June St",44.6513,-63.59
"6544","cunard St before Hunter St",44.6504,-63.5943
"6545","cunard St opposite Hunter St",44.6503,-63.5941
"6546","cunard St after Robie St",44.651,-63.5902
"6547","cutter Dr before Starboard Dr",44.6959,-63.6719
"6548","kenny Ave [eastbound] opposite Acadia Lodge",44.6663,-63.6026
"6549","dartmouth Ave in front of Acadia Lodge",44.6666,-63.6029
"6550","dartmouth Rd after civic address 128",44.7266,-63.6436
"6551","dartmouth Rd after civic address 94",44.7283,-63.6464
"6552","dartmouth Rd after Eaglewood Dr",44.7264,-63.6437
"6553","dartmouth Rd after North St",44.7304,-63.6557
"6554","dartmouth Rd after O'brine St",44.7282,-63.6494
"6555","dartmouth Rd before Dartmour Cr",44.7281,-63.6464
"6556","dartmouth Rd before Ridgevale Dr",44.7284,-63.6496
"6557","dartmouth Rd before Wardoor St",44.7303,-63.6558
"6558","dentith Rd in front of South Centre Mall Park N Ride",44.614,-63.6195
"6559","dentith Rd before Herring Cove Rd",44.6131,-63.6182
"6560","dentith Rd before Lamark St",44.6133,-63.6183
"6561","dentith Rd before Lewis St",44.6148,-63.6206
"6562","dentith Rd opposite Lewis St",44.6148,-63.6207
"6563","desmond Ave [northbound] in front of Rear Entrance To Brsc",44.6545,-63.6279
"6564","desmond Ave [southbound] before Bayers Rd",44.6545,-63.6281
"6565","desmond Ave [northbound] before Scot St",44.6562,-63.6276
"6566","devonshire St after Dartmouth Ave",44.6674,-63.6038
"6567","devonshire St before Dartmouth Ave",44.6671,-63.6037
"6568","valour Way - Dockyard 1st [northbound] Stop",44.6557,-63.5814
"6569","valour Way - Dockyard 1st [southbound] Stop",44.6597,-63.5874
"6570","valour Way - Dockyard 2nd [northbound] Stop",44.658,-63.5848
"6571","valour Way - Dockyard 2nd [southbound] Stop",44.6572,-63.584
"6572","valour Way - Dockyard 3rd [northbound] Stop",44.6596,-63.587
"6573","valour Way - Dockyard 3rd [southbound] Stop",44.6556,-63.5816
"6574","dorothea Dr [westbound] before Topsail Blvd",44.6788,-63.5122
"6575","dorothea Dr [westbound] opposite civic address 78",44.6781,-63.5093
"6576","dorothea Dr opposite Regal Rd",44.6773,-63.515
"6577","downs Ave after Winter St",44.6429,-63.6341
"6578","downs Ave before Milsom St",44.6417,-63.6368
"6579","downsview opposite Wendy's",44.7714,-63.6932
"6580","duffus St after Barrington St",44.6707,-63.6019
"6581","duffus St after Isleville St",44.6666,-63.6071
"6582","duffus St after Novalea Dr",44.6677,-63.6057
"6583","duffus St after Novalea Dr",44.6673,-63.6066
"6584","duffus St before Acadia St",44.6685,-63.605
"6585","duffus St before Agricola St",44.6659,-63.6086
"6586","duffus St before Albert St",44.6692,-63.6037
"6587","duffus St before Barrington St",44.6704,-63.6021
"6588","duffus St before Dartmouth Ave",44.6697,-63.6033
"6589","duke St [westbound] after Barrington St",44.6489,-63.5764
"6590","duke St [westbound] before Market St",44.6488,-63.5767
"6591","dunbarton Ave [westbound] in front of civic address 39",44.693,-63.5343
"6592","dunbarton Ave [westbound] before civic address 21",44.6925,-63.5367
"6593","dunbrack St in front of Farnham Gate Rd",44.673,-63.6642
"6594","dunbrack St after Knightsridge Dr",44.6704,-63.6628
"6595","dunbrack St after Lacewood Dr",44.6634,-63.6548
"6596","dunbrack St after Langbrae Dr",44.6699,-63.6628
"6597","dunbrack St [northbound] after Main Ave",44.653,-63.6498
"6598","dunbrack St after Lincoln Cross",44.6664,-63.6588
"6599","dunbrack St [southbound] after Radcliffe Dr",44.6656,-63.6582
"6600","dunbrack St [northbound] after Rock Haven Dr",44.6771,-63.6631
"6601","dunbrack St [southbound] after Ross St",44.6769,-63.6635
"6602","dunbrack St [southbound] after Willet St",44.6569,-63.6509
"6603","dunbrack St in front of Northcliffe",44.6607,-63.6525
"6604","dunbrack St [southbound] before Main Ave",44.6529,-63.6502
"6605","dunbrack St opposite Birkdale Cr",44.6551,-63.6514
"6606","dunbrack St opposite Northcliffe Centre",44.6604,-63.6527
"6607","dunbrack St opposite Farnham Gate Rd",44.6731,-63.6638
"6608","old Sambro Rd opposite Schnare St",44.617,-63.6216
"6609","dutch Village Rd in front of Andrew St",44.6566,-63.6319
"6610","joseph Howe Dr in front of civic address 3109",44.6488,-63.6298
"6611","dutch Village Rd before Deal St",44.6588,-63.6314
"6612","joseph Howe Dr [southbound] before Mumford Rd",44.6487,-63.6298
"6613","dutch Village Rd before Rosedale Ave",44.6561,-63.6322
"6614","dutch Village Rd before Rufus Ave",44.6575,-63.6325
"6616","dutch Village Rd [westbound] opposite Percy St",44.6599,-63.6296
"6617","east Perimeter Rd after Mumford Rd",44.6479,-63.6188
"6618","east Perimeter Rd 2nd Stop",44.6492,-63.6165
"6619","east Perimeter Rd before Bayers Rd",44.6513,-63.6163
"6620","east Perimeter Rd before Parkade",44.6493,-63.6166
"6621","east Perimeter Rd before Mumford Rd",44.6479,-63.6192
"6622","bluewater Rd before Hammonds Plains Rd",44.7263,-63.7075
"6623","eileen Stubbs Ave before and opposite civic address 201 To Sackville",44.6987,-63.5786
"6624","eisener Blvd before civic address 118",44.6534,-63.7381
"6625","eisener Blvd opposite Library",44.6681,-63.5223
"6626","eisener Blvd opposite Superstore Entr.",44.6693,-63.5249
"6627","eisener Blvd after Superstore Entr.",44.6702,-63.5248
"6628","eisener St after Wedgewood Ave",44.6538,-63.7384
"6629","ellenvale Ave in front of civic address 54",44.6774,-63.5205
"6630","ellenvale Ave after Anderson St",44.6774,-63.52
"6631","ellenvale Ave after civic address 38",44.6768,-63.5227
"6632","ellenvale Ave after Spring Ave",44.6778,-63.5185
"6633","ellenvale Ave after Waltdale Dr",44.6761,-63.5258
"6634","ellenvale Ave in front of civic address 20",44.6763,-63.5258
"6635","ellenvale Ave before Alberta St",44.6766,-63.523
"6636","ellenvale Ave before Spring Ave",44.6778,-63.5182
"6637","endeavour Dr after Baffin Blvd",44.6813,-63.6109
"6639","eisener Blvd before Library",44.668,-63.5218
"6640","everette St after Pleasant St",44.6449,-63.5404
"6641","eileen Stubbs Ave opposite civic address 100",44.6967,-63.5765
"6642","eileen Stubbs Ave before and opposite civic address 100 To Sackville",44.6967,-63.5766
"6643","fairview Overpass before Windsor St",44.6623,-63.6229
"6644","fairview Overpass after Main Ave",44.662,-63.6288
"6645","farnham Gate after Dunbrack St",44.6733,-63.6644
"6646","farnham Gate after Dunbrack St",44.6733,-63.6646
"6647","farnham Gate after and opposite Landsdowne Dr",44.6728,-63.6662
"6648","farnham Gate before Chelton Woods Ln",44.672,-63.6678
"6649","farnham Gate before civic address 220",44.6722,-63.6696
"6650","farnham Gate before Glenbourne Ct",44.6716,-63.6719
"6651","farnham Gate before Ross",44.6728,-63.6663
"6652","farnham Gate before Ross",44.673,-63.6662
"6653","farnham Gate before Redfern Terr",44.6713,-63.6742
"6654","farnham Gate in front of civic address 185",44.6723,-63.6691
"6655","farnham Gate before Scotchpine",44.6722,-63.6709
"6656","farnham Gate after Aster Ct",44.6714,-63.6749
"6657","faulkner St before Windmill Rd",44.6682,-63.5819
"6658","faulkner St [westbound] after Dickson St",44.6698,-63.58
"6659","faulkner St after Windmill Rd",44.6683,-63.5817
"6660","faulkner St [eastbound] before Dickson St",44.6698,-63.5798
"6661","fenwood Rd after St Margarets Bay Rd",44.6367,-63.6305
"6662","fenwood Rd in front of civic address 23",44.6363,-63.6284
"6663","fenwood Rd before Edgehill Rd",44.636,-63.6266
"6664","forest Hills Pkwy after Woodbury Apt",44.6729,-63.4905
"6665","forest Hills Pkwy after Circassion Dr",44.6771,-63.4919
"6666","forest Hills Pkwy before 2nd Chameau Cr",44.6811,-63.4913
"6667","forest Hills Pkwy before Cole Harbour Rd",44.6735,-63.491
"6668","forest Hills Pkwy in front of Bell Annex",44.6881,-63.4923
"6669","forest Hills Pkwy in front of Cole Harbour Place",44.6838,-63.4909
"6670","forest Hills Pkwy before Circassion Dr",44.6772,-63.4921
"6671","forest Hills Pkwy opposite Cole Harbour Place",44.6835,-63.4911
"6672","fielding Dr after Moore Rd",44.7066,-63.6042
"6673","fielding Dr after Wright Ave",44.7043,-63.5999
"6674","fielding Dr in front of civic address 15",44.7053,-63.6019
"6675","fielding Dr before Akerley Blvd",44.7078,-63.6068
"6676","fielding Dr before Moore Rd",44.7064,-63.6041
"6677","fielding Dr before Wright Ave",44.7037,-63.599
"6678","fielding Dr in front of civic address 12",44.7056,-63.6023
"6679","first Lake Dr after Cabot Cr",44.7731,-63.6591
"6680","first Lake Dr after civic address 373",44.7713,-63.6579
"6681","first Lake Dr after Cobequid Rd",44.7689,-63.6446
"6682","first Lake Dr after Lakehead Ct",44.7775,-63.6729
"6683","first Lake Dr after St.francis",44.7766,-63.6642
"6684","first Lake Dr after and opposite Quaker Cr",44.7767,-63.6664
"6685","first Lake Dr before Cabot Cr",44.7729,-63.6591
"6686","first Lake Dr before Cavendish Dr",44.7742,-63.6605
"6687","first Lake Dr before Cavendish Dr",44.7743,-63.6611
"6688","first Lake Dr before Cobequid Rd",44.7687,-63.6444
"6689","first Lake Dr before Crimson Dr",44.7713,-63.6577
"6690","first Lake Dr before and opposite Lake Head Ct",44.7774,-63.6736
"6691","first Lake Dr before Quaker Cr",44.7771,-63.6657
"6692","first Lake Dr before Sackville Leisure Ctr",44.7774,-63.668
"6693","first Lake Dr opposite civic address 200",44.7761,-63.6637
"6694","first Lake Dr opposite Sackville Leisure Ctr",44.7771,-63.667
"6695","first Lake Dr opposite Town Centre [inbound]",44.7772,-63.6712
"6696","first Lake Dr in front of Town Centre [outbound]",44.7774,-63.6713
"6697","flamingo Dr [westbound] after Bedford Hwy",44.6752,-63.6484
"6698","flamingo Dr after Nightingale Dr",44.6705,-63.6578
"6699","flamingo Dr after and opposite Nightingale Dr",44.6701,-63.6576
"6700","flamingo Dr before Bedford Hwy",44.6751,-63.6484
"6701","flamingo Dr before Dove St",44.6709,-63.6526
"6702","flamingo Dr before Meadowlark Cr",44.6694,-63.6558
"6703","flamingo Dr before Starling St",44.6747,-63.6499
"6704","flamingo Dr before Skylark St",44.6741,-63.6498
"6705","flamingo Dr opposite Dove St",44.6708,-63.6526
"6706","flamingo Dr opposite and after Meadowlark Dr",44.6694,-63.6559
"6707","flying Cloud Dr in front of civic address 39",44.6799,-63.4931
"6708","flying Cloud Dr in front of civic address 157",44.6847,-63.4937
"6709","flying Cloud Dr before civic address 265",44.6883,-63.4948
"6710","flying Cloud Dr before Forest Hills Pkwy",44.6902,-63.4952
"6711","flying Cloud Dr after Paxton Dr",44.6822,-63.494
"6712","forestglen Dr after civic address 2",44.662,-63.7469
"6713","forestglen Dr after civic address 50",44.6606,-63.7459
"6714","forestglen Dr after Meadowdale Ct",44.6581,-63.7453
"6715","forestglen Dr in front of civic address 69",44.6598,-63.7455
"6716","forestglen Dr before Meadowdale Ct",44.6585,-63.7452
"6717","innovation Dr after Angus Morton (to Bedford)",44.7241,-63.6973
"6718","hammonds Plains Rd opposite civic address 69",44.7168,-63.6827
"6720","franklyn St after civic address 35",44.6464,-63.5394
"6721","franklyn St in front of civic address 5",44.6475,-63.5415
"6722","fraser Rd opposite civic address 12",44.6627,-63.7473
"6723","gaston Rd after Macrae Ave",44.6664,-63.5421
"6724","gaston Rd after Regency Dr",44.6662,-63.5419
"6725","gaston Rd in front of civic address 103 (turning Loop)",44.6646,-63.5336
"6726","gaston Rd in front of civic address 76",44.6648,-63.5371
"6727","gaston Rd in front of civic address 96",44.6648,-63.5351
"6728","gaston Rd before civic address 77",44.6649,-63.537
"6729","gaston Rd before Galaxy Ave",44.6658,-63.54
"6730","gaston Rd before Marilyn Dr",44.6649,-63.5354
"6731","gaston Rd opposite Cleary Dr",44.6654,-63.5392
"6732","gaston Rd after Portland St",44.6669,-63.5445
"6733","george St after Granville St",44.6483,-63.5736
"6734","glebe St in front of civic address 5413",44.6712,-63.6094
"6735","glen Manor Dr after Mic Mac Blvd",44.6834,-63.5606
"6736","glen Manor Dr before Mic Mac Blvd",44.6832,-63.5609
"6737","glendale Dr opposite Smokey Dr",44.781,-63.689
"6738","glendale Dr after Chandler Dr",44.7681,-63.6671
"6739","glendale Dr after Cobequid Rd",44.7602,-63.6602
"6740","glendale Dr after Macdougall Ave",44.7728,-63.6754
"6741","glendale Dr after Magee Dr",44.7657,-63.6639
"6742","glendale Dr after Metropolitan Ave",44.7757,-63.6771
"6743","glendale Dr after Metropolitan Ave",44.7773,-63.6788
"6744","glendale Dr after Pinehill Dr",44.7699,-63.6721
"6745","glendale Dr after Rankin Dr",44.7798,-63.6849
"6746","glendale Dr after Riverside Dr",44.7784,-63.6813
"6747","glendale Dr after Smokey Dr",44.7815,-63.6895
"6748","glendale Dr before Beaver Bank Rd",44.7823,-63.6912
"6749","glendale Dr before Chandler Dr",44.768,-63.6673
"6750","glendale Dr before Cobequid Rd",44.7598,-63.6601
"6751","glendale Dr before Macdougall Ave",44.7728,-63.6756
"6752","glendale Dr before Magee Dr",44.7656,-63.6641
"6753","glendale Dr before Metropolitan Ave",44.7771,-63.6789
"6754","glendale Dr before Metropolitan Ave",44.7759,-63.677
"6755","glendale Dr before Old Beaver Bank Rd",44.782,-63.6908
"6756","glendale Dr before Pinehill Dr",44.7702,-63.6724
"6757","glendale Dr before Riverside Dr",44.7786,-63.6813
"6758","glendale Dr opposite Rankin Dr",44.7796,-63.6844
"6759","glenforest Dr after Willet St",44.6567,-63.6483
"6760","glenforest Dr after and opposite Evans Ave",44.6597,-63.6397
"6761","glenforest Dr before Smart St",44.6597,-63.6399
"6762","glenforest Dr before Hillwood Cr",44.6573,-63.6462
"6763","glenforest Dr before Southill Dr",44.6588,-63.6435
"6764","glenforest Dr opposite Southill Dr",44.6586,-63.6436
"6765","gloria Mccluskey Ave after Akerley Blvd",44.7181,-63.5832
"6766","gloria Mccluskey Ave after civic address 80",44.7199,-63.5865
"6767","gloria Mccluskey Ave before Colford Ave",44.7197,-63.5898
"6768","gottingen St in front of Stadacona Entr.",44.6602,-63.5952
"6769","gottingen St [northbound] after North St",44.6578,-63.5917
"6770","gottingen St [southbound] after Young St",44.6622,-63.5985
"6771","gottingen St [southbound] before Cogswell St",44.6508,-63.5818
"6772","exhibition Park - Park & Ride",44.6203,-63.6646
"6773","gottingen St [northbound] after Cogswell St",44.6507,-63.5813
"6774","gottingen St [southbound] in front of Sunrise Manor",44.6558,-63.5891
"6775","gottingen St [northbound] before Ahern Manor",44.6543,-63.5867
"6776","gottingen St before Almon St",44.6601,-63.5954
"6777","gottingen St [southbound] before Black St",44.6584,-63.593
"6778","gottingen St [northbound] before Cornwallis St",44.6523,-63.5837
"6779","gottingen St [northbound] before Cunard St",44.6533,-63.5852
"6780","gottingen St [southbound] before Gerrish St",44.6546,-63.5875
"6781","gottingen St before North St",44.6574,-63.5915
"6782","gottingen St [northbound] before Russell St",44.6614,-63.597
"6783","gottingen St [southbound] before Russell St",44.6615,-63.5975
"6784","hammonds Plains Rd in front of civic address 69",44.7161,-63.6812
"6785","gottingen St [northbound] opposite Black St",44.6586,-63.5928
"6786","gottingen St [southbound] opposite Prince William St",44.6535,-63.5859
"6787","gottingen St [northbound] opposite Sunrise Manor",44.6557,-63.5887
"6788","innovation Dr [to Lacewood]",44.725,-63.6963
"6790","gottingen St [southbound] after civic address 2128",44.6518,-63.5833
"6791","green St in front of civic address 5293",44.6375,-63.5717
"6792","gregory Dr after Flying Cloud Dr",44.6859,-63.4949
"6793","gregory Dr in front of Joseph Giles Sch",44.6857,-63.4949
"6794","gregory Dr before Wildwood Blvd",44.6849,-63.4978
"6795","greystone Dr in front of civic address 146",44.5997,-63.6127
"6796","greystone Dr [inbound] in front of civic address 146",44.5997,-63.6128
"6797","greystone Dr before civic address 192",44.5993,-63.6143
"6798","greystone Dr [inbound] before civic address 192",44.5993,-63.6142
"6799","greystone Dr before Cranberry Crt",44.6,-63.6125
"6800","greystone Dr [inbound] before Cranberry Crt",44.6,-63.6126
"6801","hammonds Plains Rd after Yankeetown Rd",44.7278,-63.8167
"6802","hammonds Plains Rd opposite Yankeetown Rd",44.7279,-63.8168
"6803","hammonds Plains Rd opposite Brookshire Crt",44.7212,-63.6883
"6804","hammonds Plains Rd after Basinview",44.7174,-63.6835
"6805","hammonds Plains Rd after Bedford Hills",44.719,-63.6857
"6806","hammonds Plains Rd after civic address 2211",44.7358,-63.7939
"6807","hammonds Plains Rd after civic address 1684",44.7331,-63.7623
"6808","hammonds Plains Rd opposite Glenn Arbour Way",44.7337,-63.7843
"6809","hammonds Plains Rd in front of Glenn Arbour Way",44.7338,-63.7841
"6810","hammonds Plains Rd opposite Pockwock Rd",44.7357,-63.7945
"6811","hammonds Plains Rd after Lucasville Rd",44.7325,-63.7602
"6812","hammonds Plains Rd after Crestfield Dr",44.726,-63.7407
"6813","hammonds Plains Rd after Northwood Rd",44.7221,-63.8233
"6814","hammonds Plains Rd after Rockcliffe Crt",44.714,-63.8343
"6815","hammonds Plains Rd after Stillwater Lake Dr",44.7075,-63.8489
"6816","hammonds Plains Rd after St.george Blvd",44.7266,-63.7432
"6817","hammonds Plains Rd in front of M & S Bakery",44.7271,-63.7447
"6818","hammonds Plains Rd in front of Brookshire Crt",44.7213,-63.6882
"6819","hammonds Plains Rd before civic address 1541",44.7308,-63.7543
"6820","hammonds Plains Rd before civic address 1881",44.7339,-63.7729
"6821","hammonds Plains Rd before civic address 2465",44.7332,-63.8072
"6822","hammonds Plains Rd before civic address 3334",44.7101,-63.8428
"6823","hammonds Plains Rd before civic address 1546",44.7309,-63.7549
"6824","hammonds Plains Rd before Flat Lake Dr",44.7071,-63.8496
"6825","hammonds Plains Rd before Lake Dr",44.7188,-63.6856
"6826","hammonds Plains Rd before Northwood Rd",44.7221,-63.8234
"6827","hammonds Plains Rd before and opposite Nottingham Dr",44.7101,-63.843
"6828","hammonds Plains Rd opposite and after civic address 1881",44.7338,-63.7729
"6829","hammonds Plains Rd opposite and after civic address 2465",44.7245,-63.8207
"6830","hammonds Plains Rd after Gatehouse Run",44.7251,-63.7382
"6831","hammonds Plains Rd opposite Rockcliffe Cr",44.714,-63.8347
"6832","harris Rd in front of civic address 7",44.6805,-63.5451
"6833","harris Rd opposite civic address 7",44.6804,-63.5451
"6834","hartlen St after Main St",44.6818,-63.5374
"6835","hartlen St before Main St",44.6816,-63.5373
"6836","hawthorne St after Prince Albert Rd",44.6728,-63.5613
"6837","hawthorne St in front of civic address 113",44.6739,-63.5629
"6838","hawthorne St before Prince Albert Rd",44.673,-63.5614
"6839","hawthorne St opposite civic address 113",44.6738,-63.563
"6840","bluewater in front of civic address 23",44.7255,-63.7078
"6841","heathside Cr before Parkland Dr",44.6749,-63.676
"6842","heathside Cr after Blue Thistle Rd",44.6744,-63.6738
"6843","hebridean Dr in front of civic address 78",44.571,-63.5641
"6844","herring Cove Rd in front of civic address 65",44.6338,-63.6197
"6845","herring Cove Rd opposite Clovis St",44.6185,-63.6153
"6846","herring Cove Rd in front of civic address 611",44.5958,-63.6009
"6847","herring Cove Rd in front of Parkmoor Ave",44.5882,-63.5928
"6848","herring Cove Rd after Highfield St",44.6254,-63.6171
"6849","herring Cove Rd in front of civic address 500",44.6023,-63.6098
"6850","herring Cove Rd after Brighton Ave",44.6303,-63.6182
"6851","herring Cove Rd after Bronson Ave",44.5908,-63.5956
"6852","herring Cove Rd after Catamaran Rd",44.6199,-63.6165
"6853","herring Cove Rd after civic address 349",44.6136,-63.6169
"6854","herring Cove Rd after civic address 609",44.5962,-63.6014
"6855","herring Cove Rd after civic address 642",44.593,-63.5975
"6856","herring Cove Rd after Cowie Hill Rd",44.6321,-63.6186
"6857","herring Cove Rd after Dentith Rd",44.6124,-63.6177
"6858","herring Cove Rd after Drysale Rd",44.6068,-63.6143
"6859","herring Cove Rd after Fotherby Ave",44.5892,-63.5939
"6860","herring Cove Rd after Glenora Ave",44.628,-63.6165
"6861","herring Cove Rd after Green Acres Rd",44.5952,-63.5998
"6862","herring Cove Rd opposite Green Acres Rd",44.5947,-63.5993
"6863","herring Cove Rd after Hartlen Ave",44.6137,-63.6166
"6864","herring Cove Rd after Levis St",44.6103,-63.6171
"6865","herring Cove Rd after Sarah Dr",44.5852,-63.5888
"6866","herring Cove Rd after Sussex St",44.6125,-63.6176
"6867","herring Cove Rd after Williams Lake Rd",44.6161,-63.6145
"6868","herring Cove Rd after Withrod Dr",44.6357,-63.622
"6869","herring Cove Rd in front of civic address 135",44.6288,-63.6171
"6870","herring Cove Rd in front of civic address 204",44.6231,-63.6177
"6871","herring Cove Rd in front of civic address 213",44.6229,-63.6179
"6872","herring Cove Rd in front of civic address 235",44.6203,-63.6167
"6873","herring Cove Rd in front of civic address 412",44.6083,-63.6157
"6874","herring Cove Rd in front of civic address 457",44.6061,-63.6139
"6875","herring Cove Rd in front of civic address 470",44.6047,-63.6126
